name,gene,HBR_1,HBR_2,HBR_3,UHR_1,UHR_2,UHR_3
ENSG00000211675.2,IGLC1,0,0,0,0,0,0
ENSG00000211676.2,IGLJ2,0,0,0,0,0,0
ENSG00000211677.2,IGLC2,0,0,0,1088,623,787
ENSG00000211678.2,IGLJ3,0,0,0,0,0,0
ENSG00000211679.2,IGLC3,0,0,0,806,491,622
ENSG00000211680.2,IGLJ4,0,0,0,0,0,0
ENSG00000254029.1,IGLC4,0,0,0,0,0,0
ENSG00000211681.2,IGLJ5,0,0,0,0,1,0
ENSG00000254030.1,IGLC5,0,0,0,0,0,0
ENSG00000211682.2,IGLJ6,0,0,0,0,0,0
ENSG00000222037.5,IGLC6,0,0,0,0,0,1
ENSG00000211684.2,IGLJ7,0,0,0,0,0,0
ENSG00000211685.3,IGLC7,0,0,0,8,3,6
ENSG00000237472.1,ATP5PFP2,0,0,0,0,0,0
ENSG00000223679.1,ENSG00000223679,0,0,0,1,0,0
ENSG00000100218.11,RSPH14,4,7,6,0,0,0
ENSG00000128266.8,GNAZ,218,246,214,31,17,26
ENSG00000221069.1,ENSG00000221069,0,0,0,0,0,0
ENSG00000275635.1,U7,0,0,0,0,0,0
ENSG00000100228.12,RAB36,29,30,33,20,14,15
ENSG00000186716.19,BCR,212,338,284,315,202,261
ENSG00000236794.5,BCRP8,0,1,0,0,0,0
ENSG00000240160.3,RN7SL263P,0,1,0,1,0,2
ENSG00000230701.2,FBXW4P1,2,3,5,8,6,10
ENSG00000214526.3,RPS10P30,0,2,0,0,0,0
ENSG00000236611.1,LINC02556,0,0,1,0,0,0
ENSG00000215478.8,CES5AP1,1,2,0,0,1,0
ENSG00000133519.12,ZDHHC8BP,20,16,14,0,2,3
ENSG00000248409.1,CCDC188BP,1,1,0,0,0,0
ENSG00000234928.1,LINC01659,0,0,0,0,1,1
ENSG00000227755.1,ENSG00000227755,0,1,0,1,3,1
ENSG00000178248.11,FAM230I,0,0,0,0,1,0
ENSG00000225413.2,LINC02557,0,0,0,3,2,3
ENSG00000280623.1,PCAT14,0,0,1,194,148,179
ENSG00000224277.5,ENSG00000224277,0,0,0,0,2,0
ENSG00000128322.6,IGLL1,0,0,0,1,0,2
ENSG00000272733.1,ENSG00000272733,1,3,1,0,1,0
ENSG00000278655.1,ENSG00000278655,0,0,0,1,0,0
ENSG00000189269.12,DRICH1,1,2,0,0,3,1
ENSG00000275609.1,ENSG00000275609,0,0,0,0,0,1
ENSG00000211683.3,ENSG00000211683,0,2,0,0,0,1
ENSG00000228315.11,GUSBP11,0,0,0,0,0,1
ENSG00000234353.2,ENSG00000234353,0,0,0,1,4,1
ENSG00000244723.3,ASLP1,1,1,2,2,3,2
ENSG00000273000.5,ENSG00000273000,0,0,0,0,0,1
ENSG00000272578.5,GUSBP11,3,3,4,10,7,4
ENSG00000159496.14,RGL4,15,23,16,16,13,6
ENSG00000187792.4,ZNF70,26,48,32,80,48,40
ENSG00000128218.7,VPREB3,0,0,0,0,0,3
ENSG00000169314.14,C22orf15,2,7,7,4,3,5
ENSG00000250479.8,CHCHD10,26,29,27,26,16,30
ENSG00000099953.9,MMP11,2,1,1,14,16,16
ENSG00000280178.1,ENSG00000280178,0,0,0,0,0,0
ENSG00000099956.17,SMARCB1,70,75,61,168,127,138
ENSG00000099958.14,DERL3,4,8,7,78,42,71
ENSG00000272973.1,ENSG00000272973,0,3,0,1,0,2
ENSG00000133460.19,SLC2A11,52,59,41,24,33,27
ENSG00000251357.4,ENSG00000251357,0,0,0,0,0,0
ENSG00000279467.1,ENSG00000279467,4,4,1,6,4,6
ENSG00000244425.3,RN7SL268P,1,0,0,4,1,2
ENSG00000240972.1,MIF,3,2,1,1,1,1
ENSG00000218537.1,MIF-AS1,3,1,5,4,9,10
ENSG00000273295.1,ENSG00000273295,11,13,12,28,24,26
ENSG00000277002.1,ENSG00000277002,0,0,0,0,0,0
ENSG00000225282.1,KLHL5P1,2,2,1,3,1,7
ENSG00000206090.4,ENSG00000206090,0,0,0,0,0,0
ENSG00000231271.1,ENSG00000231271,0,0,0,0,0,0
ENSG00000133433.10,GSTT2B,2,2,2,9,2,6
ENSG00000228039.3,ENSG00000228039,0,0,0,0,0,0
ENSG00000099974.7,DDTL,2,3,4,3,5,5
ENSG00000272787.1,ENSG00000272787,1,2,1,1,3,3
ENSG00000099977.13,DDT,0,0,0,0,0,1
ENSG00000250470.1,ENSG00000250470,0,0,0,0,0,0
ENSG00000099984.10,GSTT2,0,0,0,0,0,0
ENSG00000224205.1,GSTT3P,0,1,0,0,0,0
ENSG00000276950.4,GSTT4,0,0,0,0,1,1
ENSG00000235689.1,ENSG00000235689,0,0,0,0,0,0
ENSG00000099991.16,CABIN1,277,318,305,498,287,368
ENSG00000232545.1,ENSG00000232545,10,10,6,11,6,7
ENSG00000099994.10,SUSD2,7,8,7,11,17,10
ENSG00000099998.17,GGT5,21,31,20,10,3,2
ENSG00000230712.2,GGTLC4P,0,0,0,0,0,0
ENSG00000128262.8,POM121L9P,1,1,2,0,0,1
ENSG00000225098.1,BCRP1,0,0,0,0,0,0
ENSG00000215464.4,RPS10P29,0,0,0,0,1,0
ENSG00000100014.19,SPECC1L,64,80,70,155,82,101
ENSG00000258555.4,SPECC1L-ADORA2A,0,1,0,0,1,0
ENSG00000128271.19,ADORA2A,1,4,2,3,0,0
ENSG00000178803.10,ADORA2A-AS1,1,5,5,6,12,4
ENSG00000100024.14,UPB1,0,1,2,1,9,2
ENSG00000228923.1,ENSG00000228923,0,0,0,0,1,0
ENSG00000138867.16,GUCD1,62,61,62,382,214,290
ENSG00000100028.11,SNRPD3,69,84,93,289,207,252
ENSG00000100031.18,GGT1,8,12,9,69,32,48
ENSG00000178026.12,LRRC75B,20,30,26,21,23,24
ENSG00000230947.2,ENSG00000230947,0,0,0,0,0,0
ENSG00000215481.8,BCRP3,0,2,0,4,4,6
ENSG00000224124.3,POM121L10P,0,0,0,0,0,0
ENSG00000224806.2,ARL5AP4,0,0,0,0,0,0
ENSG00000224334.1,ACTR2P1,0,0,0,0,1,0
ENSG00000282012.1,ENSG00000282012,0,0,0,0,0,0
ENSG00000237601.1,ENSG00000237601,0,0,0,0,0,0
ENSG00000182351.7,CRIP1P4,0,0,0,0,1,0
ENSG00000184571.13,PIWIL3,0,0,0,1,1,0
ENSG00000167037.18,SGSM1,145,181,156,5,8,7
ENSG00000199783.1,ENSG00000199783,0,0,0,0,0,0
ENSG00000206069.5,LHFPL7,0,0,1,0,0,0
ENSG00000197077.12,KIAA1671,126,147,130,157,97,141
ENSG00000279085.1,ENSG00000279085,3,3,0,1,3,0
ENSG00000279548.1,ENSG00000279548,0,1,1,1,1,0
ENSG00000279006.1,ENSG00000279006,0,2,1,4,4,3
ENSG00000279110.1,ENSG00000279110,5,6,3,12,18,6
ENSG00000203280.4,KIAA1671-AS1,6,6,5,4,1,1
ENSG00000271181.1,STMN3P1,0,0,0,0,0,0
ENSG00000100053.9,CRYBB3,0,1,1,1,0,0
ENSG00000236641.1,ENSG00000236641,0,1,0,0,0,0
ENSG00000244752.2,CRYBB2,0,2,0,1,4,2
ENSG00000278125.1,ENSG00000278125,0,0,0,0,0,0
ENSG00000279298.1,ENSG00000279298,0,0,0,0,0,0
ENSG00000233577.6,ENSG00000233577,0,0,0,0,0,0
ENSG00000206066.3,IGLL3P,0,0,0,0,0,0
ENSG00000230637.2,ENSG00000230637,0,1,0,1,1,1
ENSG00000231466.2,PHF10P2,0,1,2,4,2,1
ENSG00000100068.11,LRP5L,7,4,5,39,24,25
ENSG00000272942.1,ENSG00000272942,0,0,0,1,1,1
ENSG00000272798.1,ENSG00000272798,0,0,0,0,1,1
ENSG00000271138.1,IGLVIVOR22-1,0,0,0,0,0,0
ENSG00000100058.12,CRYBB2P1,23,26,20,50,36,48
ENSG00000277872.1,MIR6817,0,0,0,0,0,0
ENSG00000272977.1,ENSG00000272977,10,18,11,11,8,4
ENSG00000265978.1,ENSG00000265978,0,0,0,0,0,0
ENSG00000234884.1,GRK3-AS1,1,1,0,1,1,1
ENSG00000100077.14,GRK3,205,287,261,170,132,126
ENSG00000237387.1,ENSG00000237387,0,0,1,2,2,5
ENSG00000224003.1,YES1P1,2,5,4,9,4,4
ENSG00000222585.1,RNA5SP494,0,0,0,0,0,0
ENSG00000133454.15,MYO18B,0,0,0,82,82,62
ENSG00000278960.1,ENSG00000278960,0,0,0,2,1,2
ENSG00000231933.7,MYO18B-AS1,0,0,0,1,6,4
ENSG00000264925.1,ENSG00000264925,0,0,0,1,1,0
ENSG00000232464.1,ENSG00000232464,0,0,0,0,0,0
ENSG00000223056.1,RN7SKP169,0,0,0,0,1,0
ENSG00000232050.1,ENSG00000232050,0,0,0,0,0,0
ENSG00000236464.1,LINC02559,0,0,0,0,1,0
ENSG00000229770.1,ENSG00000229770,1,0,0,0,0,0
ENSG00000100095.18,SEZ6L,399,507,461,15,17,21
ENSG00000224192.2,SEZ6L-AS1,1,3,1,0,0,0
ENSG00000252267.1,RNA5SP495,0,0,0,0,0,0
ENSG00000230203.1,RPS3AP55,0,0,0,0,1,0
ENSG00000128203.6,ASPHD2,43,54,78,18,13,22
ENSG00000100099.20,HPS4,113,174,179,312,197,253
ENSG00000100104.12,SRRD,30,33,37,56,43,48
ENSG00000100109.16,TFIP11,57,89,49,136,75,93
ENSG00000261188.1,TFIP11-DT,14,23,13,27,13,17
ENSG00000128294.15,TPST2,38,40,37,82,47,85
ENSG00000221760.1,MIR548J,0,0,0,2,0,0
ENSG00000213707.2,HMGB1P10,2,3,2,9,10,6
ENSG00000100122.5,CRYBB1,2,0,1,2,2,4
ENSG00000196431.3,CRYBA4,1,0,0,0,1,1
ENSG00000226912.1,ISCA2P1,0,0,0,0,1,0
ENSG00000225783.6,MIAT,412,426,428,38,32,35
ENSG00000278404.1,ENSG00000278404,0,0,0,0,0,0
ENSG00000206028.1,ENSG00000206028,0,4,0,0,0,0
ENSG00000277941.1,ENSG00000277941,0,0,0,0,0,0
ENSG00000275942.1,ENSG00000275942,0,0,0,0,0,0
ENSG00000244625.5,MIATNB,4,6,8,7,12,12
ENSG00000276991.1,ENSG00000276991,0,0,0,0,0,0
ENSG00000223704.1,ENSG00000223704,2,3,5,3,7,2
ENSG00000231369.1,RPL15P22,0,0,0,0,0,0
ENSG00000235271.5,ENSG00000235271,0,1,0,0,1,0
ENSG00000279440.1,ENSG00000279440,0,0,0,0,8,0
ENSG00000200443.1,RNU6-1066P,0,0,0,0,0,0
ENSG00000279914.1,ENSG00000279914,0,0,0,0,0,0
ENSG00000279848.1,ENSG00000279848,0,0,0,0,0,0
ENSG00000236858.1,ENSG00000236858,1,0,0,0,2,0
ENSG00000280025.1,ENSG00000280025,0,0,0,1,4,0
ENSG00000231405.1,ENSG00000231405,0,0,0,0,1,0
ENSG00000238195.1,ENSG00000238195,0,0,0,0,1,0
ENSG00000233521.5,LINC01638,1,0,0,2,1,3
ENSG00000233574.1,ENSG00000233574,0,0,0,0,0,0
ENSG00000223726.1,ENSG00000223726,0,0,0,0,0,0
ENSG00000226741.1,LINC02554,0,0,0,0,2,0
ENSG00000230051.1,ENSG00000230051,1,3,1,0,0,0
ENSG00000280445.1,ENSG00000280445,0,0,0,1,0,0
ENSG00000227880.1,ENSG00000227880,0,0,0,0,0,0
ENSG00000224027.1,ENSG00000224027,0,0,0,0,1,0
ENSG00000227838.1,CPMER,0,0,0,2,0,1
ENSG00000231495.1,ENSG00000231495,0,0,0,0,0,0
ENSG00000226169.1,ENSG00000226169,0,0,0,0,0,0
ENSG00000169184.5,MN1,44,34,31,123,93,124
ENSG00000180957.17,PITPNB,79,91,64,110,84,86
ENSG00000235954.6,TTC28-AS1,38,47,57,40,43,44
ENSG00000277460.1,ENSG00000277460,0,0,0,0,0,0
ENSG00000264073.1,MIR3199-1,0,0,0,0,0,1
ENSG00000276150.1,ENSG00000276150,0,0,0,0,0,0
ENSG00000100154.14,TTC28,85,119,79,188,105,102
ENSG00000274342.1,ENSG00000274342,0,0,0,0,0,0
ENSG00000276675.1,ENSG00000276675,0,0,0,0,0,0
ENSG00000239249.3,RN7SL757P,1,0,0,0,0,0
ENSG00000201209.1,SNORD42,0,0,0,0,0,0
ENSG00000199797.1,Y_RNA,0,0,0,0,0,0
ENSG00000276162.1,MIR5739,0,0,0,2,1,2
ENSG00000266503.2,RN7SL162P,0,0,0,0,0,0
ENSG00000183765.20,CHEK2,1,5,3,97,78,95
ENSG00000100209.9,HSCB,6,9,11,35,22,19
ENSG00000159873.9,CCDC117,67,74,57,259,176,173
ENSG00000100219.16,XBP1,67,101,78,1079,639,765
ENSG00000280977.1,ENSG00000280977,0,0,0,1,0,1
ENSG00000226471.6,ENSG00000226471,2,6,2,8,10,13
ENSG00000272858.1,ENSG00000272858,0,0,0,4,3,2
ENSG00000224256.1,BBLNP2,0,0,0,0,0,0
ENSG00000183579.15,ZNRF3,96,104,101,97,89,82
ENSG00000235786.1,ZNRF3-IT1,1,6,2,3,3,2
ENSG00000177993.3,ZNRF3-AS1,5,3,2,7,2,2
ENSG00000100249.4,C22orf31,0,2,0,0,1,0
ENSG00000183762.12,KREMEN1,50,62,35,75,59,69
ENSG00000226772.1,ENSG00000226772,1,0,3,0,0,0
ENSG00000281592.1,ENSG00000281592,0,0,0,0,0,0
ENSG00000200871.1,RNU6-810P,1,0,0,0,0,0
ENSG00000251952.1,RNU6-1219P,0,0,0,0,0,0
ENSG00000186998.15,EMID1,11,19,28,9,5,7
ENSG00000100263.13,RHBDD3,24,40,32,79,56,65
ENSG00000237015.1,ENSG00000237015,2,1,2,7,3,5
ENSG00000182944.17,EWSR1,341,351,356,912,669,829
ENSG00000185340.15,GAS2L1,73,77,66,31,23,34
ENSG00000100276.9,RASL10A,9,27,17,0,2,0
ENSG00000273216.1,ENSG00000273216,0,0,1,1,1,0
ENSG00000100280.16,AP1B1,225,269,249,354,238,271
ENSG00000280968.1,ENSG00000280968,0,0,0,0,0,0
ENSG00000239127.1,SNORD125,0,0,0,0,0,0
ENSG00000242156.1,ENSG00000242156,0,0,0,0,0,0
ENSG00000278292.1,RFPL4AP6,0,0,0,0,1,0
ENSG00000225465.8,RFPL1S,105,100,97,4,2,0
ENSG00000274457.1,ENSG00000274457,0,0,0,0,0,0
ENSG00000128250.5,RFPL1,0,0,0,0,0,0
ENSG00000282816.1,ENSG00000282816,0,0,0,0,0,0
ENSG00000100285.9,NEFH,194,263,253,27,24,21
ENSG00000100296.13,THOC5,72,119,64,218,132,145
ENSG00000234208.1,ENSG00000234208,0,0,1,1,1,0
ENSG00000184117.11,NIPSNAP1,100,125,114,281,185,221
ENSG00000186575.17,NF2,203,271,239,449,307,350
ENSG00000233010.1,RPEP4,2,4,1,2,0,3
ENSG00000232396.2,CABP7-DT,0,1,0,0,0,0
ENSG00000239446.1,ENSG00000239446,0,0,0,0,0,0
ENSG00000100314.3,CABP7,16,20,24,2,1,6
ENSG00000100319.12,ZMAT5,15,11,5,16,20,13
ENSG00000200976.1,Y_RNA,0,0,0,0,0,0
ENSG00000184076.12,UQCR10,83,95,103,186,98,137
ENSG00000100325.14,ASCC2,33,40,38,140,90,127
ENSG00000100330.15,MTMR3,32,42,31,28,12,17
ENSG00000278841.1,ENSG00000278841,1,0,1,0,0,0
ENSG00000207455.1,RNU6-331P,0,0,0,0,0,0
ENSG00000221736.2,ENSG00000221736,0,0,0,0,0,0
ENSG00000279159.1,ENSG00000279159,74,91,73,83,61,73
ENSG00000275818.1,MIR6818,0,0,0,0,0,0
ENSG00000227117.6,HORMAD2-AS1,2,0,0,1,1,0
ENSG00000227201.2,CNN2P1,0,1,0,0,1,0
ENSG00000176635.17,HORMAD2,0,0,0,1,5,0
ENSG00000226573.1,RPL36P17,0,0,0,0,0,0
ENSG00000225971.1,RPS3AP51,0,0,0,0,0,0
ENSG00000225676.1,ENSG00000225676,0,0,0,0,2,0
ENSG00000232530.1,LIF-AS1,0,0,0,2,0,0
ENSG00000128342.4,LIF,2,3,3,152,95,106
ENSG00000268812.3,LIF-AS2,0,0,0,3,1,0
ENSG00000099985.3,OSM,0,0,1,0,0,2
ENSG00000279699.1,ENSG00000279699,1,3,0,0,1,1
ENSG00000239282.7,CASTOR1,4,5,1,2,0,0
ENSG00000248751.6,ENSG00000248751,0,0,0,0,0,0
ENSG00000099992.15,TBC1D10A,12,14,13,36,27,37
ENSG00000099995.18,SF3A1,183,234,179,382,258,289
ENSG00000187860.10,CCDC157,3,13,8,6,8,6
ENSG00000099999.14,RNF215,54,62,43,55,39,45
ENSG00000100003.17,SEC14L2,48,72,63,42,32,32
ENSG00000249590.7,ENSG00000249590,0,0,0,0,0,0
ENSG00000275258.1,ENSG00000275258,0,0,1,0,0,0
ENSG00000273350.1,ENSG00000273350,3,6,4,4,6,2
ENSG00000222915.1,RNU6-564P,1,2,0,0,0,0
ENSG00000272689.1,ENSG00000272689,0,2,1,4,4,2
ENSG00000242114.5,MTFP1,0,0,0,1,3,2
ENSG00000273428.3,ENSG00000273428,0,0,0,1,1,1
ENSG00000230137.1,SLC39A1P1,0,0,0,1,0,0
ENSG00000100012.11,SEC14L3,1,0,0,0,2,0
ENSG00000181123.8,ENSG00000181123,0,0,0,0,0,0
ENSG00000214161.3,SDC4P,0,0,0,0,0,0
ENSG00000133488.14,SEC14L4,0,0,0,2,2,4
ENSG00000214491.8,SEC14L6,4,12,1,3,6,5
ENSG00000225774.2,SIRPAP1,0,0,0,0,0,0
ENSG00000128242.12,GAL3ST1,19,18,18,4,6,3
ENSG00000100029.17,PES1,65,78,69,270,204,253
ENSG00000223831.1,PES1-AS1,0,0,0,0,0,0
ENSG00000185339.8,TCN2,18,25,23,56,49,40
ENSG00000100036.12,SLC35E4,18,32,26,21,12,13
ENSG00000167065.13,DUSP18,7,12,8,12,9,9
ENSG00000250318.1,RPL13AP26,1,2,0,2,0,1
ENSG00000184792.15,OSBP2,116,135,93,110,54,83
ENSG00000264661.2,MIR3200,1,0,0,0,0,0
ENSG00000237977.1,EIF4HP2,1,4,8,3,6,5
ENSG00000235989.3,MORC2-AS1,1,2,3,3,1,3
ENSG00000133422.12,MORC2,71,76,46,138,94,146
ENSG00000253352.8,TUG1,162,193,179,457,289,339
ENSG00000276664.1,ENSG00000276664,0,0,0,0,0,0
ENSG00000276057.1,ENSG00000276057,0,0,0,0,0,0
ENSG00000276965.1,ENSG00000276965,0,0,0,0,0,0
ENSG00000275307.1,ENSG00000275307,0,0,0,0,0,0
ENSG00000269987.1,ENSG00000269987,0,0,0,0,0,0
ENSG00000269972.1,ENSG00000269972,0,0,0,0,0,0
ENSG00000278920.1,ENSG00000278920,0,0,0,2,5,2
ENSG00000240186.3,RN7SL633P,0,0,0,0,0,0
ENSG00000183963.18,SMTN,42,51,46,135,86,137
ENSG00000273387.1,ENSG00000273387,1,2,1,8,5,3
ENSG00000198832.10,SELENOM,83,87,77,25,18,18
ENSG00000235573.2,RPS15AP37,0,0,0,0,0,0
ENSG00000185133.13,INPP5J,59,77,58,6,8,14
ENSG00000100078.3,PLA2G3,1,4,2,13,12,8
ENSG00000214125.2,SNRPNP2,0,0,0,0,0,0
ENSG00000264141.1,MIR3928,0,0,0,0,0,0
ENSG00000138942.15,RNF185,56,98,72,97,80,86
ENSG00000254835.1,RNF185-AS1,0,0,0,0,0,0
ENSG00000182541.17,LIMK2,92,115,103,109,68,92
ENSG00000199695.1,RNU6-1128P,0,0,0,0,1,0
ENSG00000202019.1,Y_RNA,0,0,0,0,0,0
ENSG00000100100.12,PIK3IP1,110,162,129,51,32,34
ENSG00000228839.5,PIK3IP1-DT,1,1,3,2,0,1
ENSG00000212542.1,RNA5SP496,0,0,0,0,0,0
ENSG00000100105.17,PATZ1,72,73,60,191,114,137
ENSG00000213888.3,LINC01521,12,14,13,8,9,6
ENSG00000206615.1,RNU6-338P,0,0,0,0,0,0
ENSG00000185721.11,DRG1,80,106,95,189,140,150
ENSG00000184708.17,EIF4ENIF1,85,97,95,86,72,69
ENSG00000240591.1,ENSG00000240591,0,0,2,0,1,0
ENSG00000199248.1,RNU6-28P,0,0,0,0,1,1
ENSG00000198089.14,SFI1,108,113,107,135,100,131
ENSG00000233733.1,H2AZP6,1,0,1,0,0,0
ENSG00000229169.1,RPS26P59,0,0,0,0,0,0
ENSG00000214093.3,RPS18P14,0,1,1,4,1,4
ENSG00000241878.9,PISD,179,232,210,144,90,102
ENSG00000275382.1,ENSG00000275382,0,0,0,0,0,0
ENSG00000183530.13,PRR14L,216,267,232,416,292,333
ENSG00000100150.16,DEPDC5,51,79,72,77,49,63
ENSG00000242251.3,RN7SL20P,0,0,0,1,1,1
ENSG00000236132.1,RPL17P52,0,0,1,1,2,0
ENSG00000252909.1,RNU6-201P,0,0,0,0,0,0
ENSG00000227813.1,ENSG00000227813,0,0,2,0,0,0
ENSG00000128254.12,YWHAH-AS1,0,5,5,2,1,2
ENSG00000128245.14,YWHAH,1029,1359,1146,335,218,292
ENSG00000227519.1,ENSG00000227519,0,0,0,1,0,0
ENSG00000230866.1,LINC02558,0,0,0,0,2,0
ENSG00000240647.3,RN7SL305P,0,0,0,0,0,0
ENSG00000232346.1,RPS17P16,0,0,0,0,0,0
ENSG00000100170.9,SLC5A1,0,0,0,0,5,0
ENSG00000234479.2,AP1B1P1,0,0,0,0,1,0
ENSG00000237439.1,ENSG00000237439,0,0,0,0,0,0
ENSG00000232707.1,AP1B1P2,0,0,0,0,0,0
ENSG00000239674.2,ENSG00000239674,0,0,0,1,0,0
ENSG00000205856.3,C22orf42,0,2,0,0,1,1
ENSG00000230120.1,ENSG00000230120,0,0,0,0,0,0
ENSG00000275656.1,ENSG00000275656,0,0,0,0,0,0
ENSG00000128253.13,RFPL2,5,3,9,1,1,0
ENSG00000279219.1,ENSG00000279219,0,0,0,0,0,0
ENSG00000254127.1,IGLCOR22-1,0,0,0,0,0,0
ENSG00000242082.1,SLC5A4-AS1,4,5,2,2,3,1
ENSG00000100191.5,SLC5A4,6,9,5,12,9,4
ENSG00000214076.3,CPSF1P1,41,43,42,5,11,10
ENSG00000224050.1,ENSG00000224050,1,1,3,0,0,0
ENSG00000273325.1,ENSG00000273325,0,2,0,1,0,0
ENSG00000234626.1,ENSG00000234626,0,1,1,0,0,0
ENSG00000128276.10,RFPL3,0,0,0,0,0,0
ENSG00000271093.1,IGLCOR22-2,0,0,0,0,0,0
ENSG00000205853.10,RFPL3S,1,0,1,0,0,1
ENSG00000274617.1,ENSG00000274617,0,0,0,0,0,0
ENSG00000274170.1,ENSG00000274170,0,0,0,0,0,0
ENSG00000230736.2,ENSG00000230736,1,2,2,1,0,1
ENSG00000243519.1,IGLVIVOR22-2,0,0,0,0,0,0
ENSG00000241954.1,ENSG00000241954,0,0,0,1,2,0
ENSG00000232218.1,RGL4P1,1,0,0,2,0,0
ENSG00000100220.11,RTCB,109,150,124,336,179,248
ENSG00000184459.8,BPIFC,0,0,0,0,1,0
ENSG00000100225.17,FBXO7,164,181,196,428,372,365
ENSG00000185666.14,SYN3,72,107,78,11,12,8
ENSG00000236054.1,SYN3-AS1,0,3,3,1,1,1
ENSG00000251890.1,RNA5SP497,0,0,0,0,0,0
ENSG00000229673.1,ENSG00000229673,0,0,1,0,0,0
ENSG00000100234.11,TIMP3,212,267,241,801,489,603
ENSG00000228194.1,ETFRF1P1,0,0,0,0,0,0
ENSG00000228622.1,ENSG00000228622,0,0,0,0,0,0
ENSG00000231253.1,LINC01640,0,0,0,0,0,1
ENSG00000233632.1,ENSG00000233632,0,0,0,0,1,0
ENSG00000133424.20,LARGE1,170,207,195,80,54,80
ENSG00000232073.1,ENSG00000232073,0,0,0,0,0,0
ENSG00000230741.1,ENSG00000230741,1,1,2,2,1,0
ENSG00000266012.1,MIR4764,0,0,0,0,0,0
ENSG00000253007.2,SNORA50B,0,0,0,0,0,0
ENSG00000281295.1,ENSG00000281295,0,0,0,0,0,0
ENSG00000232081.1,LARGE-IT1,0,0,0,0,0,1
ENSG00000224973.5,LARGE-AS1,6,6,5,4,4,4
ENSG00000273082.1,LARGE1-AS1,0,0,0,0,0,0
ENSG00000236052.1,LINC01643,0,0,0,0,1,0
ENSG00000224404.1,ENSG00000224404,0,1,2,0,0,0
ENSG00000235485.1,ACO2P1,0,1,0,0,0,0
ENSG00000280356.1,ENSG00000280356,0,0,0,3,4,2
ENSG00000234891.1,ENSG00000234891,1,2,0,0,1,0
ENSG00000237316.1,ENSG00000237316,0,0,1,0,0,0
ENSG00000227895.5,ENSG00000227895,1,0,0,2,0,1
ENSG00000175329.12,ISX,0,0,0,5,4,1
ENSG00000233080.2,LINC01399,0,0,0,0,0,1
ENSG00000273068.1,ENSG00000273068,0,0,0,0,0,0
ENSG00000279184.1,ENSG00000279184,0,0,1,75,75,62
ENSG00000238153.1,ENSG00000238153,0,0,0,0,0,0
ENSG00000243453.1,ENSG00000243453,0,0,0,0,0,0
ENSG00000238584.1,RNU7-167P,0,0,0,0,0,0
ENSG00000100281.13,HMGXB4,31,45,48,122,99,101
ENSG00000273176.1,ENSG00000273176,2,0,1,0,0,0
ENSG00000100284.20,TOM1,98,119,104,84,55,68
ENSG00000266320.1,MIR3909,1,0,0,1,1,0
ENSG00000274280.1,MIR6069,0,0,0,0,0,0
ENSG00000282602.1,ENSG00000282602,0,0,0,1,0,0
ENSG00000282041.1,ENSG00000282041,0,0,0,0,0,0
ENSG00000100292.16,HMOX1,13,18,13,82,51,81
ENSG00000100297.15,MCM5,28,31,34,537,292,443
ENSG00000233388.2,TRMT112P8,0,0,0,4,1,5
ENSG00000273044.1,ENSG00000273044,0,0,0,0,0,0
ENSG00000100302.6,RASD2,55,81,60,15,14,17
ENSG00000198125.12,MB,0,1,0,9,8,8
ENSG00000268818.2,ENSG00000268818,0,0,0,0,0,0
ENSG00000221963.5,APOL6,64,54,56,331,197,254
ENSG00000228587.1,ENSG00000228587,0,0,0,0,0,0
ENSG00000226336.2,MRPS16P3,0,0,0,0,0,0
ENSG00000128313.2,APOL5,0,0,1,0,0,0
ENSG00000100320.22,RBFOX2,615,733,699,517,362,407
ENSG00000237406.1,NDUFA9P1,3,3,1,4,3,3
ENSG00000279652.1,ENSG00000279652,10,8,4,19,23,18
ENSG00000279927.1,ENSG00000279927,0,0,0,0,0,0
ENSG00000279217.1,ENSG00000279217,0,0,0,0,9,1
ENSG00000279714.1,ENSG00000279714,0,0,0,0,0,0
ENSG00000279805.1,ENSG00000279805,1,0,1,0,1,0
ENSG00000128284.19,APOL3,7,5,11,37,32,18
ENSG00000233764.1,MTCO1P20,0,0,0,0,1,0
ENSG00000231576.1,MTCO2P20,0,0,0,0,0,0
ENSG00000237948.1,MTATP6P20,0,0,0,0,1,0
ENSG00000225557.1,MTCO3P20,0,0,0,0,1,0
ENSG00000237129.1,MTCYBP34,0,0,0,0,0,0
ENSG00000229088.1,MTND1P10,0,0,0,0,1,0
ENSG00000100336.17,APOL4,10,7,8,8,5,4
ENSG00000128335.13,APOL2,110,148,133,142,106,112
ENSG00000100342.20,APOL1,4,9,6,86,63,74
ENSG00000100345.20,MYH9,443,506,481,2664,1600,2097
ENSG00000278420.1,MIR6819,0,0,0,0,0,0
ENSG00000223695.1,MYH9-DT,1,2,0,2,0,0
ENSG00000237668.1,RPS15AP38,0,0,0,0,1,0
ENSG00000252575.1,ENSG00000252575,0,0,0,0,0,0
ENSG00000252225.1,Y_RNA,0,0,0,0,0,0
ENSG00000228719.1,ENSG00000228719,0,0,3,0,0,0
ENSG00000100348.9,TXN2,27,41,39,81,48,39
ENSG00000100350.14,FOXRED2,73,107,107,214,104,120
ENSG00000100353.17,EIF3D,101,116,130,740,488,633
ENSG00000188078.5,ENSG00000188078,0,0,0,0,0,1
